,Anteil,Unnamed: 1,Company,BO,DS,Country
0,10.0%,0.0,BKW AG,Groupe E SA,, Schweiz
1,14.66%,0.0,BKW AG,BKW AG,, Schweiz
2,52.91%,0.0,BKW AG,"Kanton Bern, Finanzverwaltung",,
3,,,,Kanton Bern,, Schweiz
