,Anteil,Unnamed: 1,Company,BO,DS,Country
0,3.01%,0,Forbo Holding AG,Credit Suisse Funds AG,, Schweiz
1,30.03%,0,Forbo Holding AG,Artemis Beteiligungen I AG,, Switzerland
2,4.98%,0,Forbo Holding AG,UBS Fund Management (Switzerland) AG,, Schweiz
