,Anteil,Unnamed: 1,Company,BO,DS,Country
0,3.27%,0.0,LEM Holding SA,Invesco Ltd,, USA
1,4.739%,0.0,LEM Holding SA,J.Safra Sarasin Investmentfonds AG,, Switzerland
2,25.0065%,0.0,LEM Holding SA,Werner O. Weber,, Switzerland
3,25.0065%,1.0,LEM Holding SA,Ulrich (named Ueli) Wampfler,Wemaco Invest AG, Switzerland
4,9.44%,0.0,LEM Holding SA,Ruth Wertheimer,, 16
5,,,,B Shenkar St.,, Israel
