,Anteil,Unnamed: 1,Company,BO,DS,Country
0,3.004%,0.0,Novartis AG,"The Capital Group Companies, Inc.",,
1,3.30169%,0.0,Novartis AG,Emasan AG,, c
2,4.14%,0.0,Novartis AG,"BlackRock, Inc., New York, NY, U.S.A. (Mother Company)",,
3,5.0079%,0.0,Novartis AG,Novartis AG,, Switzerland
4,,,,The Capital Group Companies,, USA
5,,,,BlackRock,, U.S.A. (Mother Company)
6,,,,o Dr. Thomas Staehelin,, Switzerland
