,Anteil,Unnamed: 1,Company,BO,DS,Country
0,3.59%,0,Intershop Holding AG,AXA S.A.,, Frankreich
1,34.32%,0,Intershop Holding AG,Martin und Rosemarie Ebner,, Schweiz
2,3.0%,0,Intershop Holding AG,Hansjörg Graf,, Schweiz
3,4.38%,0,Intershop Holding AG,Relag Holding AG,, Switzerland
