,Anteil,Unnamed: 1,Company,BO,DS,Country
0,3.03%,0.0,Bâloise Holding AG,UBS Fund Management (Switzerland) AG,, Schweiz
1,3.725%,0.0,Bâloise Holding AG,LSV Asset Management,, USA
2,5.0055%,0.0,Bâloise Holding AG,Bâloise Holding AG,, Schweiz
3,7.17%,0.0,Bâloise Holding AG,"BlackRock, Inc.",,
4,,,,BlackRock,, U.S.A.
