,Anteil,Unnamed: 1,Company,BO,DS,Country
0,16.916666666666668%,0.0,Vontobel Holding AG,Vontobel-Stiftung (gemeinnützige Stiftung),, 8002 Zürich
1,16.916666666666668%,1.0,Vontobel Holding AG,Pellegrinus Holding  (kontrolliert durch Corvus Stiftung),, 8002 Zürich
2,16.916666666666668%,2.0,Vontobel Holding AG,Vontrust AG,, 8002 Zürich
3,,,,Advontes AG,, 8008 Zürich
4,,,,Kathrin Kobel-Vontobel,, 8415 Berg am Irchel
