,Anteil,Unnamed: 1,Company,BO,DS,Country
0,3.02%,0,Kühne + Nagel International AG,BlackRock Inc.,, USA
1,4.24%,0,Kühne + Nagel International AG,Kühne-Stiftung,, Switzerland
2,55.75%,0,Kühne + Nagel International AG,Kühne Holding AG,, Switzerland
