,Anteil,Unnamed: 1,Company,BO,DS,Country
0,5.019%,0.0,Emmi AG,"The Capital Group Companies, Inc.",,
1,21.316666666666666%,0.0,Emmi AG,ZMP Invest AG,, Switzerland
2,21.316666666666666%,1.0,Emmi AG,Zentralschweizer Milchkäuferverband Luzern (Genossenschaft),, c
3,21.316666666666666%,2.0,Emmi AG,MIBA Milchverband der Nordwestschweiz Liestal,, Switzerland
4,,,,The Capital Group Companies,, USA
5,,,,o Luzerner Kantonalbank,, Switzerland
