,Anteil,Unnamed: 1,Company,BO,DS,Country
0,0.05%,0.0,Sika AG,Sika AG,, Schweiz
1,10.0%,0.0,Sika AG,Compagnie de Saint-Gobain,, France
2,3.03%,0.0,Sika AG,Massachusetts Financial Services Company,, USA
3,3.369%,0.0,Sika AG,"The Capital Group Companies, Inc.",,
4,2.65%,0.0,Sika AG,William H. Gates III,, USA
5,2.65%,1.0,Sika AG,Melinda French Gates,Cascade Investment L.L.C., USA
6,7.7%,0.0,Sika AG,"BlackRock, Inc. (Mother Company)",,
7,,,,The Capital Group Companies,, USA
8,,,,BlackRock,, U.S.A.
