,Anteil,Unnamed: 1,Company,BO,DS,Country
0,6.93%,0.0,Givaudan SA,William H. III Gates,, USA
1,6.93%,1.0,Givaudan SA,Melinda French Gates,Cascade Investment LLC, USA
2,3.04%,0.0,Givaudan SA,Gartmore Investment Management plc,, United Kingdom
3,5.04%,0.0,Givaudan SA,MFS Investment Management,, USA
4,5.06%,0.0,Givaudan SA,"BlackRock, Inc.,",,
5,,,,BlackRock,, USA
