,Anteil,Unnamed: 1,Company,BO,DS,Country
0,1e-05%,0.0,Swiss Prime Site AG,Swiss Prime Site AG,, Schweiz
1,10.3%,0.0,Swiss Prime Site AG,"BlackRock, Inc.",,
2,3.0005%,0.0,Swiss Prime Site AG,UBS Fund Management (Switzerland) AG,, Switzerland
3,3.06%,0.0,Swiss Prime Site AG,State Street Corporation,, US
4,6.29%,0.0,Swiss Prime Site AG,Credit Suisse Funds AG,, Schweiz
5,,,,BlackRock,, USA
