,Anteil,Unnamed: 1,Company,BO,DS,Country
0,3.06%,0.0,PSP Swiss Property AG,UBS Fund Management (Switzerland) AG,, Switzerland
1,5.2%,0.0,PSP Swiss Property AG,Credit Suisse Funds AG,, Schweiz
2,5.86%,0.0,PSP Swiss Property AG,"BlackRock, Inc.",,
3,9.05%,0.0,PSP Swiss Property AG,Alony-Hetz Properties and Investments Ltd.,, Israel
4,,,,BlackRock,, U.S.A. (Mother Company)
