,Anteil,Unnamed: 1,Company,BO,DS,Country
0,11.38%,0.0,Bucher Industries AG,Hauser Rudolf,, Switzerland
1,11.38%,1.0,Bucher Industries AG,Hauser Thomas,, Switzerland
2,11.38%,2.0,Bucher Industries AG,Hauser Urs,, Switzerland
3,,,,Hauser Martin,, Switzerland
4,,,,Hauser Sibylle,, Switzerland
5,,,,Hauser Barbara,, Switzerland
6,,,,Hauser Verena,, Switzerland
7,,,,Hauser Anita,, Switzerland
8,,,,Hauser Michael,, Switzerland
9,,,,Hauser Christina,, Switzerland
