,Anteil,Unnamed: 1,Company,BO,DS,Country
0,3.01%,0.0,Nestlé AG,Nestlé S.A.,, Suisse
1,3.5496%,0.0,Nestlé AG,"The Capital Group Companies, Inc.",,
2,4.96%,0.0,Nestlé AG,"BlackRock, Inc. (Mother Company)",,
3,,,,BlackRock,, U.S.A.
4,,,,The Capital Group Companies,, U.S.A.
