,Anteil,Unnamed: 1,Company,BO,DS,Country
0,3.44%,0.0,Swisscom AG,"BlackRock, Inc.",,
1,65.5%,0.0,Swisscom AG,Eidgenossenschaft,, Switzerland
2,,,,BlackRock,, USA
