,Anteil,Unnamed: 1,Company,BO,DS,Country
0,6.77%,0.0,Vifor Pharma AG,Remo Stoffel,, United Arab Emirates
1,6.77%,1.0,Vifor Pharma AG,Manuela Stoffel,Priora Suisse AG, United Arab Emirates
2,5.15%,0.0,Vifor Pharma AG,BNP PARIBAS SA,, France
3,,,,BlackRock,, U.S.A.
4,,,,Martin und Rosmarie Ebner,, Schweiz
5,,,,Alecta pensionsförsäkring,, Schweden
