,Anteil,Unnamed: 1,Company,BO,DS,Country
0,4.51%,0,Schindler Holding AG,Schindler Holding AG,, Schweiz
1,68.03%,0,Schindler Holding AG,Schindler Gruppe,,Schindler Gruppe
