,Anteil,Unnamed: 1,Company,BO,DS,Country
0,15.93%,0,Valora Holding AG,Ernst Peter Ditsch,, Deutschland
1,17.45%,0,Valora Holding AG,Valora Holding AG,, Switzerland
2,3.0%,0,Valora Holding AG,Dimensonal Fund Advisors LP,, USA
3,4.62%,0,Valora Holding AG,Norges Bank (the Central Bank of Norway),, Norway
4,5.08%,0,Valora Holding AG,Credit Suisse Funds AG,, Schweiz
