,Anteil,Unnamed: 1,Company,BO,DS,Country
0,18.866666666666667%,0.0,Stadler Rail AG,Peter Spuhler,, Schweiz
1,18.866666666666667%,1.0,Stadler Rail AG,RAG-Stiftung,, Deutschland
2,18.866666666666667%,2.0,Stadler Rail AG,18 Members of the Board of Directors and,, shares
3,,,,voting rights,,voting rights
