,Anteil,Unnamed: 1,Company,BO,DS,Country
0,5.533333333333334%,0.0,SGS SA,Stichting Administratiekantoor Frère-Bourgeois,, Pays-Bas
1,5.533333333333334%,1.0,SGS SA,Paul Junior DESMARAIS,Serena Sàrl, Canada
2,5.533333333333334%,2.0,SGS SA,André DESMARAIS,URDAC, Canada
3,3.02%,0.0,SGS SA,Massachusetts Financial Services Company,, USA
4,4.0%,0.0,SGS SA,"BlackRock, Inc.,",,
5,,,,BlackRock,, USA
