,Anteil,Unnamed: 1,Company,BO,DS,Country
0,20.045%,0,Barry Callebaut AG,Jacobs Stiftung,, Schweiz
1,20.045%,1,Barry Callebaut AG,"Verein ""Jacobs Familienrat""",Jacobs Holding AG, Schweiz
2,7.39%,0,Barry Callebaut AG,Renata Jacobs,, Malta
