,Anteil,Unnamed: 1,Company,BO,DS,Country
0,19.5975%,0.0,Dätwyler Holding AG,Dr. Paul Hälg,, Schweiz
1,19.5975%,1.0,Dätwyler Holding AG,Dr. Hanspeter Fässler,Pema Holding AG, Schweiz
2,19.5975%,2.0,Dätwyler Holding AG,Claude R. Cornaz,, Schweiz
3,19.5975%,3.0,Dätwyler Holding AG,Dr. Gabi Huber,, Schweiz
4,,,,Hanno Ulmer,, Österreich
5,,,,Zhiqiang Zhang,, China
