,Anteil,Unnamed: 1,Company,BO,DS,Country
0,3.25%,0.0,Galenica AG,Credit Suisse Funds AG,, Zürich
1,4.84%,0.0,Galenica AG,"BlackRock, Inc.",,
2,4.97%,0.0,Galenica AG,UBS Fund Management (Switzerland) AG,, Schweiz
3,,,,BlackRock,, U.S.A
4,,,,Rudolf Maag,, Schweiz
5,,,,Alecta Pensionsförsäkring,, Sweden
