,Anteil,Unnamed: 1,Company,BO,DS,Country
0,3.013%,0.0,Flughafen Zürich AG,Lazard Asset Management LLC,, USA
1,3.04%,0.0,Flughafen Zürich AG,BlackRock Inc.,, USA
2,5.5%,0.0,Flughafen Zürich AG,Chase Nominees Ltd.,, United Kingdom
3,,,,Finanzdirektion des Kantons Zürich,, Switzerland
4,,,,Stadt Zürich,, Switzerland
