,Anteil,Unnamed: 1,Company,BO,DS,Country
0,2.07%,0,Cembra Money Bank AG,Cembra Money Bank AG,, Switzerland
1,3.0006%,0,Cembra Money Bank AG,Credit Suisse Funds AG,, Schweiz
2,4.99%,0,Cembra Money Bank AG,Pictet Asset Management SA (Direction de Fonds),, Schweiz
3,5.41%,0,Cembra Money Bank AG,UBS Fund Management (Switzerland) AG,, Schweiz
4,5.8%,0,Cembra Money Bank AG,BlackRock Inc.,, U.S.A.
