,Anteil,Unnamed: 1,Company,BO,DS,Country
0,3.09%,0,Swiss Life Holding AG,UBS Fund Management (Switzerland) AG,, Switzerland
1,5.0157%,0,Swiss Life Holding AG,Swiss Life Holding AG,, Schweiz
2,5.28%,0,Swiss Life Holding AG,BlackRock Inc. (Mother Company),, USA
