,Anteil,Unnamed: 1,Company,BO,DS,Country
0,3.02%,0.0,Lonza Group AG,Artisan Partners Limited Partnership,, USA
1,9.67%,0.0,Lonza Group AG,"BlackRock, Inc.",,
2,,,,BlackRock,, USA
3,,,,Kanton Luzern,, Switzerland
