,Anteil,Unnamed: 1,Company,BO,DS,Country
0,3.002%,0,ALSO Holding AG,J Safra Sarasin Investmentfonds AG,, Schweiz
1,51.3%,0,ALSO Holding AG,Walter P.J. Droege,, Deutschland
