,Anteil,Unnamed: 1,Company,BO,DS,Country
0,24.56%,0,Sunrise Communications Group AG,freenet AG,, Deutschland
1,0.8125%,0,Sunrise Communications Group AG,Norges Bank (the Central Bank of Norway),, Norway
2,0.8125%,0,Sunrise Communications Group AG,Norges Bank (the Central Bank of Norway),, Norway
3,0.8125%,0,Sunrise Communications Group AG,Norges Bank (the Central Bank of Norway),, Norway
4,0.8125%,0,Sunrise Communications Group AG,Norges Bank (the Central Bank of Norway),, Norway
