,Anteil,Unnamed: 1,Company,BO,DS,Country
0,4.15%,0.0,Pargesa Holding SA,"FIRST EAGLE INVESTMENT MANAGEMENT, LLC",,
1,25.150000000000002%,0.0,Pargesa Holding SA,Stichting Administratiekantoor Frère-Bourgeois,, Pays-Bas
2,25.150000000000002%,1.0,Pargesa Holding SA,Paul Junior DESMARAIS,Parjointco NV, Canada
3,25.150000000000002%,2.0,Pargesa Holding SA,André DESMARAIS,, Canada
4,,,,FIRST EAGLE INVESTMENT MANAGEMENT,, USA
