,Anteil,Unnamed: 1,Company,BO,DS,Country
0,0.82%,0.0,ams AG,ams AG,, Österreich
1,2.8%,0.0,ams AG,"Norges Bank (the Central Bank of Norway), Oslo, Norway",,
2,3.002%,0.0,ams AG,UBS Fund Management (Switzerland) AG,, Switzerland
3,4.98%,0.0,ams AG,"BlackRock, Inc.",,
4,5.404%,0.0,ams AG,Temasek Holdings (Private) Limited,, Singapore
5,5.75%,0.0,ams AG,Credit Suisse Group AG,, Schweiz
6,,,,BlackRock,, USA
