,Anteil,Unnamed: 1,Company,BO,DS,Country
0,16.5%,0,Jungfraubahn Holding AG,Berner Kantonalbank,, Switzerland
1,2.035%,0,Jungfraubahn Holding AG,Epicea Holding AG,, Switzerland
2,2.035%,1,Jungfraubahn Holding AG,Montalto Holding AG,Reinhardt Erwin, Switzerland
3,4.71%,0,Jungfraubahn Holding AG,Securitas AG Schweizerische Bewachungsgesellschaft,, Schweiz
4,4.0%,0,Jungfraubahn Holding AG,Martin Haefner,, Schweiz
5,6.0%,0,Jungfraubahn Holding AG,Gebäudeversicherung des Kantons Bern,, Switzerland
